Order ID,Segment,Payment Mode,Ship Mode,Category,Sub-Category,Quantity,Sales
CA-2020-167227,Consumer,Cards,First Class,Office Supplies,Paper,2,102.76
CA-2020-127782,Corporate,Cards,Standard Class,Office Supplies,Envelopes,3,116.856
CA-2020-168179,Consumer,COD,Standard Class,Office Supplies,Paper,3,109.44
US-2020-163790,Home Office,Cards,Second Class,Office Supplies,Art,5,102.8
CA-2020-127782,Corporate,Cards,Standard Class,Furniture,Furnishings,1,122.312
US-2020-163790,Home Office,Online,Second Class,Office Supplies,Fasteners,3,107.58
CA-2020-116358,Corporate,Online,Standard Class,Office Supplies,Fasteners,3,134.24
CA-2020-127782,Corporate,Online,Standard Class,Office Supplies,Appliances,3,143.136
CA-2020-116358,Corporate,Cards,Standard Class,Office Supplies,Art,6,123.78
US-2020-163790,Home Office,Cards,Second Class,Furniture,Furnishings,3,131.02
US-2020-145597,Corporate,Online,First Class,Office Supplies,Art,4,152.336
US-2020-163790,Home Office,Cards,Second Class,Office Supplies,Envelopes,7,170.58
CA-2020-142636,Corporate,Cards,Standard Class,Office Supplies,Paper,7,154.86
US-2020-105998,Home Office,Online,First Class,Technology,Accessories,5,220.75
CA-2020-142636,Corporate,Online,Standard Class,Furniture,Chairs,4,325.136
CA-2020-161130,Corporate,Cards,Standard Class,Technology,Phones,2,377.376
CA-2020-135419,Consumer,Cards,Standard Class,Furniture,Tables,4,502.368
CA-2020-100622,Consumer,COD,Standard Class,Technology,Copiers,2,995.984
US-2020-105998,Home Office,Online,First Class,Furniture,Tables,12,1716.184
CA-2020-121615,Consumer,Online,Standard Class,Office Supplies,Labels,3,83.94
CA-2020-130834,Consumer,COD,Second Class,Office Supplies,Paper,3,95.272
CA-2020-153339,Corporate,COD,Second Class,Furniture,Furnishings,1,93.992
CA-2020-100622,Consumer,Cards,Standard Class,Office Supplies,Binders,2,119.086
CA-2020-121615,Consumer,Online,Standard Class,Office Supplies,Paper,2,103.56
CA-2020-148320,Consumer,Online,Standard Class,Office Supplies,Paper,6,118.88
CA-2020-103009,Corporate,Cards,Second Class,Office Supplies,Paper,5,128.4
CA-2020-126046,Corporate,Cards,Standard Class,Office Supplies,Labels,3,132.39
US-2020-168802,Corporate,Cards,Standard Class,Office Supplies,Binders,4,131.368
CA-2020-100622,Consumer,Online,Standard Class,Office Supplies,Paper,2,110.688
CA-2020-110429,Consumer,Cards,Standard Class,Office Supplies,Binders,3,149.673
US-2020-101518,Consumer,COD,Standard Class,Technology,Accessories,3,140.776
US-2020-110989,Consumer,Online,Second Class,Technology,Accessories,3,127.5
CA-2020-143329,Consumer,Online,Standard Class,Furniture,Furnishings,3,162.37
CA-2020-100622,Consumer,COD,Standard Class,Office Supplies,Art,2,152.984
CA-2020-121615,Consumer,Cards,Standard Class,Office Supplies,Storage,5,177.4
CA-2020-102610,Consumer,COD,Standard Class,Technology,Accessories,3,111.976
CA-2020-102610,Consumer,COD,Standard Class,Technology,Phones,9,192.928
US-2020-168116,Corporate,COD,Same Day,Office Supplies,Appliances,2,198.44
US-2020-122672,Corporate,Online,Standard Class,Office Supplies,Storage,3,212.352
CA-2020-147760,Corporate,COD,First Class,Furniture,Tables,3,539.764
CA-2020-147760,Corporate,COD,First Class,Technology,Phones,5,1376.96
US-2020-168116,Corporate,Online,Same Day,Technology,Machines,4,3009.98
CA-2020-121160,Home Office,Online,Same Day,Office Supplies,Binders,2,78.408
CA-2020-102610,Consumer,Online,Standard Class,Office Supplies,Labels,2,83.928
US-2020-156083,Home Office,COD,Standard Class,Office Supplies,Paper,2,106.664
CA-2020-105144,Home Office,Online,Standard Class,Office Supplies,Labels,2,90.68
CA-2020-159135,Home Office,Online,Standard Class,Office Supplies,Art,2,103.3
CA-2020-121160,Home Office,Online,Same Day,Office Supplies,Binders,6,119.536
CA-2020-102610,Consumer,Online,Standard Class,Office Supplies,Binders,2,105.564
CA-2020-121160,Home Office,COD,Same Day,Office Supplies,Binders,4,143.144
CA-2020-121160,Home Office,COD,Same Day,Office Supplies,Storage,3,146.752
US-2020-122672,Corporate,COD,Standard Class,Technology,Accessories,4,141.72
CA-2020-118213,Home Office,COD,First Class,Office Supplies,Paper,10,102.8
CA-2020-102925,Consumer,Online,Second Class,Technology,Phones,2,124.98
CA-2020-102925,Consumer,Online,Second Class,Furniture,Furnishings,5,133.4
CA-2020-102925,Consumer,COD,Second Class,Office Supplies,Paper,2,140.96
CA-2020-102925,Consumer,COD,Second Class,Furniture,Chairs,2,166.124
CA-2020-118213,Home Office,COD,First Class,Office Supplies,Paper,3,177.94
US-2020-111745,Corporate,COD,First Class,Technology,Accessories,1,184.99
CA-2020-102925,Consumer,COD,Second Class,Office Supplies,Binders,6,207.688
CA-2020-102925,Consumer,COD,Second Class,Furniture,Tables,2,209.5
US-2020-107272,Consumer,COD,Standard Class,Office Supplies,Storage,7,253.992
CA-2020-116225,Consumer,COD,Standard Class,Technology,Accessories,5,427.75
CA-2020-114258,Corporate,Online,Second Class,Technology,Phones,4,529.768
CA-2020-118213,Home Office,COD,First Class,Office Supplies,Paper,1,98.41
US-2020-107272,Consumer,COD,Standard Class,Office Supplies,Binders,2,81.388
CA-2020-157196,Consumer,COD,Standard Class,Office Supplies,Paper,2,88.96
CA-2020-102925,Consumer,Online,Second Class,Office Supplies,Binders,1,114.424
CA-2020-154732,Corporate,COD,First Class,Office Supplies,Binders,5,106.03
CA-2020-102925,Consumer,Online,Second Class,Office Supplies,Paper,2,100.96
CA-2020-107174,Home Office,COD,Standard Class,Technology,Accessories,3,135.96
CA-2020-154109,Consumer,COD,Standard Class,Furniture,Chairs,2,152.372
CA-2020-167941,Consumer,Online,Second Class,Office Supplies,Storage,4,304.136
CA-2020-144596,Consumer,COD,Standard Class,Office Supplies,Paper,9,339.96
CA-2020-107174,Home Office,COD,Standard Class,Furniture,Chairs,2,491.568
CA-2020-167941,Consumer,Online,Second Class,Office Supplies,Appliances,3,532.584
CA-2020-107174,Home Office,COD,Standard Class,Furniture,Tables,7,2077.86
CA-2020-106691,Consumer,COD,Standard Class,Office Supplies,Binders,2,102.248
CA-2020-154816,Corporate,Online,Standard Class,Office Supplies,Paper,1,103.78
US-2020-109484,Home Office,COD,Standard Class,Office Supplies,Binders,1,82.682
CA-2020-100013,Consumer,COD,Standard Class,Office Supplies,Art,2,95.68
CA-2020-125290,Home Office,Online,Second Class,Office Supplies,Art,5,88.9
CA-2020-167941,Consumer,COD,Second Class,Furniture,Furnishings,2,107.272
US-2020-153948,Home Office,COD,Same Day,Office Supplies,Paper,5,126.4
CA-2020-125290,Home Office,COD,Second Class,Office Supplies,Paper,1,130.38
CA-2020-100013,Consumer,Online,Standard Class,Office Supplies,Envelopes,2,116.28
CA-2020-150504,Consumer,Online,Standard Class,Office Supplies,Storage,2,130.16
CA-2020-100013,Consumer,COD,Standard Class,Furniture,Furnishings,1,111.73
US-2020-153948,Home Office,COD,Same Day,Office Supplies,Labels,4,133.4
CA-2020-167941,Consumer,COD,Second Class,Office Supplies,Binders,8,136.272
US-2020-153948,Home Office,Online,Same Day,Office Supplies,Paper,4,119.36
US-2020-153948,Home Office,COD,Same Day,Technology,Accessories,1,140.95
CA-2020-167941,Consumer,COD,Second Class,Office Supplies,Paper,6,143.104
CA-2020-154109,Consumer,COD,Standard Class,Office Supplies,Paper,3,129.952
CA-2020-107720,Home Office,COD,Standard Class,Office Supplies,Storage,3,133.26
US-2020-119319,Consumer,COD,Second Class,Furniture,Furnishings,5,164.56
US-2020-153948,Home Office,COD,Same Day,Office Supplies,Paper,3,142.94
CA-2020-132346,Consumer,COD,Standard Class,Office Supplies,Appliances,7,127.94
CA-2020-113460,Corporate,COD,Second Class,Furniture,Chairs,3,285.97
CA-2020-149888,Consumer,COD,Standard Class,Furniture,Tables,4,377.352
CA-2020-149888,Consumer,Cards,Standard Class,Technology,Phones,5,409.97
CA-2020-152737,Consumer,Online,Standard Class,Technology,Accessories,4,449.8
CA-2020-122504,Home Office,Online,Second Class,Technology,Phones,7,786.544
CA-2020-113572,Consumer,Online,Standard Class,Technology,Accessories,4,86.88
CA-2020-152737,Consumer,Online,Standard Class,Office Supplies,Binders,4,144.792
CA-2020-163188,Consumer,Online,Same Day,Office Supplies,Binders,9,142.16
CA-2020-122504,Home Office,Cards,Second Class,Technology,Accessories,3,176.97
CA-2020-143658,Home Office,Online,Second Class,Office Supplies,Art,5,119.9
CA-2020-155621,Corporate,Online,Standard Class,Furniture,Furnishings,10,291.2
CA-2020-159597,Corporate,Online,Standard Class,Technology,Accessories,1,130.99
CA-2020-161018,Home Office,Online,Second Class,Furniture,Furnishings,7,134.53
CA-2020-159667,Home Office,Cards,Standard Class,Technology,Accessories,3,201.976
CA-2020-158246,Corporate,Online,First Class,Furniture,Chairs,3,229.976
CA-2020-159667,Home Office,Online,Standard Class,Technology,Phones,4,36.168
CA-2020-119494,Corporate,COD,Standard Class,Furniture,Chairs,3,541.392
CA-2020-152912,Corporate,Cards,Second Class,Office Supplies,Storage,3,586.38
CA-2020-152912,Corporate,Cards,Second Class,Technology,Accessories,3,55.62
CA-2020-152912,Corporate,Cards,Second Class,Office Supplies,Storage,9,51.14
CA-2020-152912,Corporate,Cards,Second Class,Office Supplies,Binders,2,101.64
CA-2020-159597,Corporate,Online,Standard Class,Office Supplies,Storage,2,153.56
US-2020-141852,Consumer,Cards,Standard Class,Furniture,Furnishings,8,156.12
CA-2020-141138,Consumer,COD,Standard Class,Technology,Accessories,7,129.79
US-2020-155425,Corporate,Cards,First Class,Technology,Machines,2,132.994
US-2020-155425,Corporate,Online,First Class,Technology,Phones,2,216.584
US-2020-155425,Corporate,Cards,First Class,Technology,Accessories,6,257.952
CA-2020-137624,Home Office,Online,Standard Class,Furniture,Chairs,2,273.424
CA-2020-161739,Corporate,Cards,Second Class,Furniture,Furnishings,5,353.96
US-2020-128447,Consumer,COD,Standard Class,Office Supplies,Appliances,5,412.8
CA-2020-104640,Corporate,Cards,Standard Class,Technology,Phones,2,469.88
US-2020-155425,Corporate,Online,First Class,Furniture,Chairs,4,931.136
CA-2020-104640,Corporate,Online,Standard Class,Office Supplies,Binders,3,971.176
CA-2020-162096,Home Office,COD,Same Day,Office Supplies,Art,3,115.8
US-2020-128447,Consumer,Online,Standard Class,Office Supplies,Binders,1,112.792
CA-2020-163874,Corporate,Online,Second Class,Office Supplies,Binders,3,112.352
CA-2020-142671,Home Office,Online,Second Class,Office Supplies,Binders,5,126.52
US-2020-155425,Corporate,COD,First Class,Office Supplies,Binders,14,141.388
CA-2020-115448,Consumer,Cards,First Class,Furniture,Furnishings,5,109.92
CA-2020-110842,Consumer,Online,Standard Class,Office Supplies,Binders,5,162.6
CA-2020-157483,Consumer,COD,Standard Class,Office Supplies,Art,7,211.86
CA-2020-158561,Corporate,COD,Second Class,Office Supplies,Appliances,5,1197.12
CA-2020-143455,Home Office,Online,Standard Class,Office Supplies,Paper,2,111.368
CA-2020-150959,Consumer,Online,First Class,Office Supplies,Labels,5,92.44
CA-2020-143217,Home Office,COD,Standard Class,Office Supplies,Binders,3,90.24
CA-2020-110842,Consumer,COD,Standard Class,Office Supplies,Paper,3,115.44
CA-2020-150959,Consumer,Online,First Class,Office Supplies,Binders,4,105.336
CA-2020-167976,Consumer,Cards,Second Class,Office Supplies,Supplies,3,107.5
CA-2020-110842,Consumer,COD,Standard Class,Office Supplies,Appliances,1,136.89
CA-2020-154137,Consumer,Cards,Standard Class,Office Supplies,Storage,1,125.48
US-2020-116491,Consumer,Cards,First Class,Technology,Phones,2,143.184
CA-2020-120327,Consumer,Online,Standard Class,Office Supplies,Fasteners,4,133.92
CA-2020-148985,Home Office,Online,Second Class,Furniture,Furnishings,4,150.92
CA-2020-164168,Home Office,Online,Standard Class,Technology,Phones,1,102.992
US-2020-132220,Corporate,Online,Standard Class,Technology,Accessories,6,103.352
CA-2020-164168,Home Office,Cards,Standard Class,Office Supplies,Storage,3,117.952
CA-2020-149944,Consumer,Cards,Second Class,Office Supplies,Appliances,2,126.12
CA-2020-134915,Home Office,COD,Same Day,Furniture,Chairs,2,132.888
CA-2020-134915,Home Office,COD,Same Day,Furniture,Furnishings,2,134.568
CA-2020-130386,Consumer,Online,Standard Class,Office Supplies,Paper,9,254.056
CA-2020-166835,Consumer,Online,Second Class,Office Supplies,Storage,2,267.024
US-2020-116659,Corporate,COD,Same Day,Technology,Phones,3,417.782
CA-2020-130386,Consumer,Online,Standard Class,Office Supplies,Storage,3,557.048
CA-2020-134915,Home Office,Online,Same Day,Technology,Phones,2,692.984
CA-2020-164364,Consumer,Cards,Standard Class,Office Supplies,Art,3,88.21
CA-2020-134915,Home Office,COD,Same Day,Technology,Phones,2,112.92
US-2020-125808,Consumer,Cards,Second Class,Office Supplies,Paper,2,108.56
CA-2020-130386,Consumer,Online,Standard Class,Office Supplies,Paper,3,113.056
US-2020-136707,Corporate,COD,First Class,Office Supplies,Binders,4,94.016
CA-2020-160514,Corporate,Cards,Standard Class,Office Supplies,Paper,2,114.56
CA-2020-154088,Consumer,Cards,Standard Class,Office Supplies,Paper,5,94.72
CA-2020-164168,Home Office,Cards,Standard Class,Furniture,Furnishings,3,114.848
CA-2020-164168,Home Office,COD,Standard Class,Office Supplies,Envelopes,2,110.224
CA-2020-122644,Corporate,Cards,Standard Class,Technology,Accessories,2,100.544
CA-2020-164364,Consumer,Cards,Standard Class,Office Supplies,Labels,2,119.96
CA-2020-134978,Corporate,Cards,Second Class,Office Supplies,Binders,5,114.92
CA-2020-122644,Corporate,Online,Standard Class,Office Supplies,Paper,2,146.848
CA-2020-149944,Consumer,Online,Second Class,Office Supplies,Fasteners,3,146.24
CA-2020-134915,Home Office,Cards,Same Day,Technology,Accessories,4,131.6
CA-2020-134915,Home Office,Cards,Same Day,Office Supplies,Paper,5,156.12
CA-2020-164364,Consumer,Online,Standard Class,Office Supplies,Supplies,3,137.93
CA-2020-164168,Home Office,Cards,Standard Class,Office Supplies,Binders,5,152.56
CA-2020-164168,Home Office,Online,Standard Class,Technology,Accessories,2,160.784
CA-2020-113873,Corporate,Cards,Standard Class,Office Supplies,Storage,4,101.792
CA-2020-112844,Corporate,Online,Second Class,Furniture,Furnishings,3,186.95
CA-2020-160416,Home Office,COD,Second Class,Technology,Accessories,4,199.96
CA-2020-113873,Corporate,Online,Standard Class,Furniture,Bookcases,3,221.9992
US-2020-102904,Consumer,Online,Standard Class,Technology,Accessories,8,253.92
US-2020-119662,Home Office,Cards,First Class,Office Supplies,Storage,3,265.376
CA-2020-122490,Consumer,Cards,Standard Class,Office Supplies,Storage,3,360.91
CA-2020-122490,Consumer,Online,Standard Class,Office Supplies,Binders,11,586.024
CA-2020-159156,Corporate,Online,First Class,Technology,Phones,5,674.95
US-2020-165344,Corporate,Cards,First Class,Technology,Machines,7,692.995
CA-2020-165204,Consumer,Online,Second Class,Office Supplies,Storage,4,738.064
CA-2020-122490,Consumer,COD,Standard Class,Furniture,Chairs,6,2422.704
CA-2020-165204,Consumer,COD,Second Class,Office Supplies,Paper,3,74.904
US-2020-153633,Consumer,Cards,Second Class,Office Supplies,Art,1,108.064
US-2020-165344,Corporate,Online,First Class,Office Supplies,Binders,10,99.22
CA-2020-122490,Consumer,Cards,Standard Class,Office Supplies,Labels,3,112.64
US-2020-124926,Home Office,Cards,Second Class,Office Supplies,Appliances,6,113.324
CA-2020-133620,Consumer,Online,Standard Class,Office Supplies,Storage,1,145.21
CA-2020-112844,Corporate,Online,Second Class,Technology,Phones,4,149.6
US-2020-140312,Consumer,COD,Standard Class,Technology,Phones,5,143.0
US-2020-165344,Corporate,COD,First Class,Technology,Accessories,4,151.864
CA-2020-123624,Consumer,COD,Second Class,Technology,Accessories,5,151.95
CA-2020-137323,Corporate,Cards,Second Class,Office Supplies,Storage,6,131.36
CA-2020-138611,Consumer,Online,Second Class,Technology,Phones,10,154.94
US-2020-136679,Consumer,COD,Standard Class,Technology,Accessories,6,209.952
CA-2020-152142,Corporate,Cards,Standard Class,Furniture,Chairs,2,334.568
CA-2020-138611,Consumer,COD,Second Class,Office Supplies,Binders,2,83.648
CA-2020-142489,Consumer,COD,Second Class,Office Supplies,Binders,5,104.99
CA-2020-106943,Consumer,Online,Standard Class,Office Supplies,Binders,2,121.64
CA-2020-124261,Consumer,Online,Standard Class,Office Supplies,Art,8,127.24
US-2020-118157,Home Office,Online,First Class,Office Supplies,Envelopes,2,127.28
US-2020-136679,Consumer,Online,Standard Class,Office Supplies,Art,2,159.04
CA-2020-108112,Consumer,Cards,Standard Class,Furniture,Furnishings,4,243.064
CA-2020-108112,Consumer,Online,Standard Class,Furniture,Furnishings,4,378.136
CA-2020-160633,Corporate,Online,Standard Class,Office Supplies,Art,3,122.352
US-2020-107888,Consumer,COD,First Class,Technology,Phones,3,133.88
CA-2020-157448,Consumer,COD,Standard Class,Furniture,Furnishings,3,145.94
US-2020-118598,Consumer,Cards,Same Day,Technology,Phones,6,160.94
US-2020-157896,Consumer,Online,Same Day,Office Supplies,Paper,3,165.82
CA-2020-160633,Corporate,COD,Standard Class,Technology,Accessories,5,178.96
US-2020-107888,Consumer,Online,First Class,Furniture,Furnishings,2,186.92
CA-2020-137022,Consumer,COD,Standard Class,Office Supplies,Storage,8,847.28
CA-2020-160633,Corporate,COD,Standard Class,Technology,Copiers,3,910.982
CA-2020-136308,Corporate,COD,Same Day,Technology,Machines,3,1931.976
CA-2020-157448,Consumer,COD,Standard Class,Furniture,Furnishings,3,94.42
CA-2020-121678,Corporate,COD,Second Class,Office Supplies,Binders,1,97.824
US-2020-107888,Consumer,COD,First Class,Office Supplies,Storage,1,110.29
CA-2020-122945,Consumer,COD,Standard Class,Furniture,Furnishings,3,100.31
CA-2020-108091,Home Office,Online,Standard Class,Office Supplies,Art,4,129.36
CA-2020-100601,Consumer,Online,Standard Class,Office Supplies,Storage,7,148.86
US-2020-107888,Consumer,COD,First Class,Office Supplies,Paper,6,155.68
US-2020-114657,Home Office,COD,Standard Class,Technology,Machines,4,182.44
US-2020-155866,Consumer,COD,Standard Class,Furniture,Furnishings,4,200.76
CA-2020-163629,Corporate,COD,Standard Class,Technology,Phones,5,224.1
CA-2020-141719,Consumer,Online,Second Class,Technology,Accessories,5,269.96
CA-2020-100902,Consumer,COD,Standard Class,Office Supplies,Paper,7,284.24
CA-2020-124674,Consumer,COD,Standard Class,Furniture,Bookcases,2,342.7328
CA-2020-100902,Consumer,COD,Standard Class,Technology,Accessories,5,479.16
CA-2020-128265,Corporate,COD,Second Class,Office Supplies,Storage,3,1295.64
CA-2020-166709,Consumer,COD,Standard Class,Technology,Copiers,3,5517.97
CA-2020-118122,Corporate,Online,Standard Class,Office Supplies,Binders,2,77.904
CA-2020-158120,Corporate,COD,Standard Class,Office Supplies,Binders,7,109.158
CA-2020-158120,Corporate,COD,Standard Class,Office Supplies,Paper,3,133.608
US-2020-116505,Consumer,COD,Second Class,Office Supplies,Binders,6,135.8
CA-2020-165687,Consumer,Online,Standard Class,Office Supplies,Appliances,2,130.04
US-2020-155866,Consumer,Online,Standard Class,Office Supplies,Paper,6,157.88
CA-2020-138163,Consumer,COD,First Class,Office Supplies,Art,3,171.94
CA-2020-163629,Corporate,COD,Standard Class,Technology,Accessories,1,145.99
CA-2020-104864,Corporate,COD,Second Class,Office Supplies,Storage,5,104.36
US-2020-132444,Consumer,COD,First Class,Office Supplies,Storage,3,121.94
CA-2020-107825,Corporate,COD,Same Day,Office Supplies,Storage,6,142.52
US-2020-132444,Consumer,COD,First Class,Technology,Accessories,4,159.52
CA-2020-160122,Consumer,COD,Standard Class,Furniture,Chairs,2,177.386
US-2020-132444,Consumer,COD,First Class,Office Supplies,Storage,6,184.68
CA-2020-104864,Corporate,COD,Second Class,Office Supplies,Appliances,4,411.056
CA-2020-107825,Corporate,COD,Same Day,Furniture,Furnishings,2,104.82
US-2020-132444,Consumer,Online,First Class,Office Supplies,Fasteners,2,111.96
CA-2020-107825,Corporate,COD,Same Day,Office Supplies,Labels,2,117.38
CA-2020-143434,Home Office,COD,Standard Class,Furniture,Furnishings,4,118.76
CA-2020-167871,Consumer,Online,Standard Class,Office Supplies,Supplies,1,139.944
US-2020-132444,Consumer,Online,First Class,Office Supplies,Binders,2,113.448
CA-2020-104864,Corporate,COD,Second Class,Office Supplies,Paper,4,147.736
CA-2020-104864,Corporate,COD,Second Class,Office Supplies,Binders,8,138.232
CA-2020-104864,Corporate,COD,Second Class,Office Supplies,Paper,8,143.472
CA-2020-160122,Consumer,COD,Standard Class,Office Supplies,Envelopes,6,166.584
CA-2020-167871,Consumer,COD,Standard Class,Office Supplies,Paper,1,159.384
CA-2020-107825,Corporate,COD,Same Day,Office Supplies,Storage,1,161.76
US-2020-158946,Corporate,Online,Standard Class,Office Supplies,Art,7,170.864
CA-2020-104913,Consumer,COD,Standard Class,Technology,Phones,5,177.95
CA-2020-158876,Consumer,Online,Second Class,Office Supplies,Art,4,114.136
CA-2020-143021,Home Office,COD,Same Day,Furniture,Tables,3,127.974
CA-2020-131254,Consumer,COD,First Class,Furniture,Chairs,3,234.058
US-2020-152380,Consumer,COD,Standard Class,Furniture,Tables,3,249.075
US-2020-139969,Consumer,Online,Standard Class,Furniture,Chairs,3,275.058
US-2020-137491,Corporate,Online,Standard Class,Furniture,Chairs,2,315.312
CA-2020-126242,Consumer,Online,Standard Class,Office Supplies,Storage,9,332.01
CA-2020-112529,Corporate,COD,First Class,Furniture,Tables,6,760.116
CA-2020-101042,Consumer,Cards,Standard Class,Furniture,Furnishings,6,862.88
CA-2020-168858,Corporate,Cards,Standard Class,Office Supplies,Appliances,7,1538.74
CA-2020-131254,Consumer,COD,First Class,Office Supplies,Binders,6,1556.188
CA-2020-158876,Consumer,Cards,Second Class,Furniture,Furnishings,2,93.992
CA-2020-131254,Consumer,COD,First Class,Office Supplies,Art,5,112.04
CA-2020-158876,Consumer,Online,Second Class,Office Supplies,Supplies,1,124.672
CA-2020-168858,Corporate,Cards,Standard Class,Office Supplies,Envelopes,3,124.74
CA-2020-146458,Consumer,COD,Second Class,Office Supplies,Art,7,120.96
CA-2020-162929,Home Office,Cards,First Class,Office Supplies,Paper,2,103.36
CA-2020-110926,Consumer,Online,Standard Class,Office Supplies,Fasteners,7,138.06
CA-2020-121468,Consumer,Cards,First Class,Technology,Phones,4,149.968
CA-2020-101042,Consumer,COD,Standard Class,Office Supplies,Binders,2,122.96
CA-2020-126242,Consumer,Cards,Standard Class,Furniture,Furnishings,1,130.7
CA-2020-158876,Consumer,Cards,Second Class,Office Supplies,Paper,4,143.896
CA-2020-162929,Home Office,COD,First Class,Office Supplies,Binders,6,158.28
CA-2020-112529,Corporate,Cards,First Class,Office Supplies,Art,4,141.776
US-2020-108014,Consumer,Online,Standard Class,Office Supplies,Binders,7,164.913
CA-2020-143021,Home Office,Cards,Same Day,Office Supplies,Binders,7,159.408
CA-2020-111556,Consumer,Online,First Class,Office Supplies,Art,3,112.97
CA-2020-118731,Consumer,Cards,Second Class,Office Supplies,Binders,7,122.056
US-2020-161193,Consumer,COD,Standard Class,Furniture,Furnishings,5,127.6
CA-2020-111556,Consumer,Cards,First Class,Furniture,Bookcases,2,226.968
CA-2020-103499,Consumer,Cards,Standard Class,Furniture,Chairs,2,244.568
US-2020-110996,Consumer,Cards,Standard Class,Furniture,Chairs,5,326.92
CA-2020-120404,Corporate,COD,Second Class,Technology,Phones,1,606.99
CA-2020-111556,Consumer,Online,First Class,Technology,Phones,3,1289.97
CA-2020-120404,Corporate,Online,Second Class,Technology,Accessories,3,85.97
US-2020-161193,Consumer,COD,Standard Class,Furniture,Furnishings,2,123.656
CA-2020-121818,Consumer,Cards,First Class,Office Supplies,Art,7,96.968
CA-2020-154123,Home Office,Cards,Standard Class,Furniture,Furnishings,2,128.58
CA-2020-121818,Consumer,Cards,First Class,Office Supplies,Art,3,126.728
CA-2020-146724,Consumer,Online,Standard Class,Office Supplies,Art,10,109.0
CA-2020-118731,Consumer,Cards,Second Class,Furniture,Furnishings,3,125.6
CA-2020-111556,Consumer,COD,First Class,Office Supplies,Paper,7,115.76
CA-2020-120404,Corporate,Cards,Second Class,Furniture,Furnishings,3,139.97
CA-2020-110443,Consumer,Cards,Standard Class,Office Supplies,Paper,8,100.84
CA-2020-110443,Consumer,Online,Standard Class,Office Supplies,Binders,5,170.8
CA-2020-103380,Home Office,Cards,Standard Class,Technology,Phones,3,696.976
CA-2020-110443,Consumer,COD,Standard Class,Technology,Machines,1,1053.992
CA-2020-103380,Home Office,COD,Standard Class,Office Supplies,Art,2,113.56
CA-2020-105130,Corporate,Cards,Standard Class,Office Supplies,Art,4,119.76
CA-2020-103380,Home Office,Online,Standard Class,Office Supplies,Appliances,1,108.62
CA-2020-103380,Home Office,Online,Standard Class,Office Supplies,Fasteners,2,129.02
CA-2020-100811,Consumer,COD,First Class,Office Supplies,Paper,2,119.448
CA-2020-107874,Consumer,Cards,Standard Class,Furniture,Furnishings,1,142.42
CA-2020-100811,Consumer,COD,First Class,Office Supplies,Storage,4,148.296
CA-2020-157420,Consumer,Cards,Same Day,Technology,Phones,3,124.176
CA-2020-105130,Corporate,Online,Standard Class,Office Supplies,Binders,2,129.736
CA-2020-142888,Consumer,Cards,Standard Class,Furniture,Tables,1,173.98
CA-2020-103380,Home Office,Online,Standard Class,Office Supplies,Storage,2,160.56
CA-2020-144036,Consumer,Online,Standard Class,Office Supplies,Art,8,207.712
CA-2020-156622,Corporate,Cards,First Class,Office Supplies,Paper,2,102.304
CA-2020-119004,Consumer,Online,Standard Class,Technology,Accessories,8,114.112
CA-2020-156622,Corporate,Cards,First Class,Furniture,Tables,1,162.785
CA-2020-166919,Consumer,Online,Standard Class,Technology,Phones,5,221.96
CA-2020-119746,Consumer,Cards,Standard Class,Technology,Phones,2,235.384
CA-2020-149160,Corporate,Online,Second Class,Office Supplies,Binders,8,297.92
CA-2020-167017,Consumer,COD,First Class,Office Supplies,Supplies,2,88.36
CA-2020-119746,Consumer,Online,Standard Class,Furniture,Furnishings,1,86.464
CA-2020-156622,Corporate,COD,First Class,Office Supplies,Binders,2,118.104
CA-2020-107832,Corporate,COD,Second Class,Office Supplies,Binders,1,115.476
CA-2020-149160,Corporate,Online,Second Class,Furniture,Furnishings,2,116.4
CA-2020-119004,Consumer,COD,Standard Class,Office Supplies,Art,1,107.304
CA-2020-119004,Consumer,Online,Standard Class,Technology,Phones,1,115.992
CA-2020-148992,Corporate,COD,Standard Class,Office Supplies,Paper,2,116.688
CA-2020-119746,Consumer,COD,Standard Class,Office Supplies,Labels,5,146.52
CA-2020-103156,Consumer,COD,First Class,Furniture,Furnishings,9,138.048
CA-2020-156622,Corporate,COD,First Class,Office Supplies,Paper,7,133.288
US-2020-128118,Corporate,COD,Standard Class,Office Supplies,Envelopes,7,106.848
CA-2020-128300,Corporate,COD,Second Class,Technology,Phones,2,114.1
CA-2020-131366,Corporate,COD,Standard Class,Technology,Phones,2,126.988
CA-2020-168641,Consumer,COD,Standard Class,Office Supplies,Envelopes,2,194.96
CA-2020-164028,Consumer,COD,Standard Class,Technology,Accessories,14,249.58
CA-2020-131366,Corporate,COD,Standard Class,Office Supplies,Paper,7,265.544
CA-2020-128300,Corporate,COD,Second Class,Office Supplies,Binders,8,337.84
CA-2020-168641,Consumer,COD,Standard Class,Furniture,Bookcases,2,371.568
CA-2020-137505,Consumer,Online,Same Day,Furniture,Tables,2,396.08
CA-2020-169894,Consumer,COD,Second Class,Office Supplies,Storage,8,450.872
CA-2020-166436,Corporate,COD,Standard Class,Furniture,Chairs,6,1000.292
CA-2020-146535,Home Office,COD,Standard Class,Office Supplies,Storage,12,1484.96
CA-2020-162250,Consumer,COD,Same Day,Office Supplies,Paper,1,105.78
